Date,Year,Type,Area,Location,Sex,Injury,Fatal,Time,Species,AgeGroup,ActivityGroup,CleanedCountry,TimeOfDay,TimePeriod,country
2017-04-29,2017.0,Unprovoked,Saint-Leu,Pointe Au Sal,Male,Fatal injury,True,11h15,Unknown Shark,Adult,Other/Unknown,Africa,Morning,Morning,Unknown
2017-04-27,2017.0,Unprovoked,South Island,"Porpoise Bay, Catlins",Female,Unknown,False,14h00,Unknown Shark,,Other/Unknown,Oceania,Afternoon,Afternoon,Unknown
2017-04-26,2017.0,Invalid,Florida,,Female,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
2017-04-22,2017.0,Unprovoked,Ascension Island,English Bay,Female,Unknown,False,16h00,Unknown Shark,Adult,Other/Unknown,Africa,Afternoon,Evening,Ascension and Tristan da Cunha
2017-04-20,2017.0,Invalid,South Carolina,Georgetown County,Male,Unknown,False,08h50,Unknown Shark,,In Water,Other/Unknown,Morning,Morning,United States
2017-04-17,2017.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Unknown,Minor injury,False,Afternoon,Unknown Shark,,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2017-04-17,2017.0,Unprovoked,Western Australia,Kelpies Near Wylie Bay,Female,Fatal injury,True,16h00,Great White Shark,Teen,In Water,Oceania,Afternoon,Evening,Unknown
2017-04-14,2017.0,Unprovoked,Hawaii,"Kekaha Beach, Kauai",Male,Unknown,False,09h00,Tiger Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2017-04-13,2017.0,Unprovoked,Florida,"Hanna Park, Jacksonville, Duval County",Male,Unknown,False,13h30,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2017-04-12,2017.0,Unprovoked,Florida,St. Augustine,Female,Unknown,False,13h45,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
2017-04-12,2017.0,Invalid,Kwazulu-Natal,Protea Banks,Male,Fatal injury,False,,Unknown Shark,Senior,In Water,Unknown,Unknown,Unknown,South Africa
2017-04-11,2017.0,Unprovoked,Florida,"Ormond Beach, Volusia County",Female,Unknown,False,16h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,United States
2017-04-10,2017.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Female,Unknown,False,17h45,Unknown Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2017-04-10,2017.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Female,Minor injury,False,17h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,United States
2017-04-06,2017.0,Unprovoked,Florida,"Daytona, Volusia County",Male,Unknown,False,,Unknown Shark,Teen,In Water,Other/Unknown,Unknown,Unknown,United States
2017-04-05,2017.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Female,Minor injury,False,13h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2017-04-02,2017.0,Unprovoked,Queensland,Moreton Bay,Male,No injury,False,Afternoon,Unknown Shark,Adult,Other/Unknown,Oceania,Afternoon,Afternoon,Australia
2017-04-02,2017.0,Unprovoked,Florida,"Destin, Okaloosa County",Female,Unknown,False,15h00,Bull Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2017-03-27,2017.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Minor injury,False,10h00,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2017-03-19,2017.0,Unprovoked,New South Wales,The Farm,Male,Minor injury,False,18h30,Unknown Shark,Adult,Other/Unknown,Oceania,Evening,Evening,Australia
2017-03-18,2017.0,Boating,California,Monterey Bay,Male,No injury,False,14h30,Great White Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
2017-03-11,2017.0,Unprovoked,Luzon Island,"Villamar, Caoayan",Male,Unknown,False,,Unknown Shark,Adult,On Boat,Asia,Unknown,Unknown,Unknown
,2017.0,Unprovoked,Great Exuma,,Male,Unknown,False,,Lemon Shark,Adult,Other/Unknown,North America,Unknown,Unknown,Unknown
2017-02-25,2017.0,Unprovoked,Western Australia,Mauds Point,Female,Unknown,False,Morning,Bull Shark,,Other/Unknown,Oceania,Morning,Morning,Unknown
2017-02-24,2017.0,Unprovoked,Western Australia,"Falcon Bay Beach, Mandurah",Male,No injury,False,Morning,Unknown Shark,,In Water,Oceania,Morning,Morning,Australia
2017-02-21,2017.0,Unprovoked,Saint-Andre,,Male,Fatal injury,True,09h30,Unknown Shark,Adult,Other/Unknown,Africa,Morning,Morning,Unknown
2017-02-17,2017.0,Unprovoked,Queensland,Eva Rock,Male,Unknown,False,10h20,Unknown Shark,Adult,On Boat,Oceania,Morning,Morning,Unknown
2017-02-11,2017.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Male,Unknown,False,13h30,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2017-02-06,2017.0,Provoked,Pernambuco,Fernando De Noronha Marine Park,Female,Minor injury,False,Afternoon,Lemon Shark,,Other/Unknown,South America,Afternoon,Afternoon,Brasil
2017-02-06,2017.0,Boating,Kwazulu-Natal,Eastmoor Crescent Beach,Male,No injury,False,,Tiger Shark,,In Water,Unknown,Unknown,Unknown,Unknown
2017-02-01,2017.0,Boating,South Carolina,16 Miles Off Hilton Head,Unknown,No injury,False,,Great White Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
2017-02-01,2017.0,Unprovoked,Bimini,,Male,Unknown,False,,Caribbean Reef Shark,Adult,In Water,North America,Unknown,Unknown,Unknown
2017-01-24,2017.0,Unprovoked,Pernambuco,"Boa Viagem, Recife",Male,Minor injury,False,13h20,Unknown Shark,Adult,In Water,South America,Afternoon,Afternoon,Brasil
2017-01-22,2017.0,Unprovoked,Florida,"Vero Beach, Indian River County",Male,Unknown,False,14h00,Unknown Shark,,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2017-01-21,2017.0,Unprovoked,Queensland,"Boot Reef, Torres Strait",Male,Unknown,False,12h00,Bull Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
2017-01-13,2017.0,Unprovoked,Queensland,Clairview,Male,Unknown,False,13h30,Unknown Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Australia
2017-01-13,2017.0,Unprovoked,Florida,Jensen Beach,Male,Minor injury,False,Morning,Unknown Shark,,Other/Unknown,Other/Unknown,Morning,Morning,United States
2017-01-09,2017.0,Unprovoked,Bali,Balian Beach,Male,Unknown,False,07h30,Bull Shark,Adult,In Water,Asia,Morning,Morning,Indonesia
2017-01-05,2017.0,Unprovoked,Florida,"Blockhouse Beach, Brevard County",Male,Minor injury,False,12h30,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Afternoon,Unknown
2017-01-03,2017.0,Invalid,New South Wales,Merimbula,Male,Minor injury,False,18h00,Unknown Shark,Adult,Other/Unknown,Oceania,Evening,Evening,Australia
2016-12-27,2016.0,Unprovoked,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Male,Unknown,False,17h00,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Evening,Unknown
2016-12-24,2016.0,Unprovoked,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Female,Unknown,False,Morning,Unknown Shark,,Other/Unknown,Oceania,Morning,Morning,Unknown
2016-12-19,2016.0,Unprovoked,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Male,No injury,False,07h00,Great White Shark,Adult,Other/Unknown,Unknown,Morning,Morning,Unknown
2016-12-14,2016.0,Unprovoked,Western Australia,Trigg Beach,Male,Unknown,False,09h30,Unknown Shark,Senior,In Water,Oceania,Morning,Morning,Australia
2016-12-11,2016.0,Unprovoked,Tuamotos,Takapoto Atoll,Male,Unknown,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
2016-12-11,2016.0,Invalid,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,Afternoon,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-12-06,2016.0,Provoked,New South Wales,Merimbula,Male,Unknown,False,02h00,Wobbegong Shark,Adult,On Boat,Oceania,Overnight,Overnight,Australia
2016-12-01,2016.0,Unprovoked,New South Wales,Booti Booti National Park,Male,Unknown,False,09h00,Great White Shark,Senior,In Water,Oceania,Morning,Morning,Australia
2016-11-28,2016.0,Provoked,Victoria,Queenscliff,Male,Unknown,False,11h00,Broadnose Sevengill Shark,Senior,On Boat,Oceania,Morning,Morning,Australia
2016-11-14,2016.0,Unprovoked,Hawaii,"Kamaole Beach Park I, Maui",Female,Unknown,False,10h30,Tiger Shark,Adult,Other/Unknown,Other/Unknown,Morning,Morning,United States
2016-10-30,2016.0,Unprovoked,Florida,"Mayport Naval Station Beach, Duval County",Male,Unknown,False,Afternoon,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
2016-10-29,2016.0,Unprovoked,Florida,Mayport Naval Station  Duval County,Male,Unknown,False,Afternoon,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-10-24,2016.0,Unprovoked,New South Wales,Broken Head Beach,Male,Unknown,False,07h30,Unknown Shark,Adult,In Water,Oceania,Morning,Morning,Australia
2016-10-21,2016.0,Unprovoked,Hawaii,"Hooipa Beach Park, Maui",Male,Unknown,False,17h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,Unknown
2016-10-15,2016.0,Unprovoked,Queensland,"Kings Beach, Caloundra",Male,Unknown,False,18h00,Unknown Shark,,In Water,Oceania,Evening,Evening,Australia
2016-10-14,2016.0,Unprovoked,Hawaii,"Charlie Young Beach, Kihei, Maui",Female,Unknown,False,09h50,Unknown Shark,Senior,Other/Unknown,Other/Unknown,Morning,Morning,Unknown
2016-10-13,2016.0,Invalid,,Guadalupe Island,Male,No injury,False,,Great White Shark,,In Water,North America,Unknown,Unknown,Unknown
2016-10-12,2016.0,Unprovoked,New South Wales,"Sharpes Beach, Ballina",Male,Minor injury,False,10h30,Unknown Shark,Adult,In Water,Oceania,Morning,Morning,Unknown
2016-10-10,2016.0,Unprovoked,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Male,Unknown,False,16h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,Unknown
2016-10-02,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,11h30,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2016-10-01,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Minor injury,False,17h30,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2016-09-26,2016.0,Unprovoked,New South Wales,"Lighthouse Beach, Ballina",Male,Unknown,False,9h00,Great White Shark,Teen,In Water,Oceania,Morning,Unknown,Australia
2016-09-18,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Minor injury,False,13h00,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-09-18,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,11h00,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2016-09-18,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,10h43,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2016-09-17,2016.0,Unprovoked,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Male,No injury,False,After noon,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
2016-09-17,2016.0,Unprovoked,Victoria,Thirteenth Beach,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
2016-09-16,2016.0,Unprovoked,Victoria,Bells Beach,Male,No injury,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
2016-09-15,2016.0,Boating,Western Australia,Bunbury,Unknown,No injury,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Australia
2016-09-11,2016.0,Unprovoked,Florida,"Ponte Vedra, St. Johns County",Male,Minor injury,False,15h15,Unknown Shark,,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2016-09-07,2016.0,Unprovoked,Hawaii,"Makaha, Oahu",Female,Unknown,False,14h30,Tiger Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
2016-09-06,2016.0,Unprovoked,North Province,Koumac,Male,Fatal injury,True,15h40,Unknown Shark,Adult,In Water,Oceania,Afternoon,Afternoon,France
2016-09-05,2016.0,Unprovoked,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Female,Unknown,False,Late afternoon,Unknown Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2016-09-05,2016.0,Unprovoked,Western Australia,Injidup ,Male,Unknown,False,Late afternoon,Unknown Shark,,In Water,Oceania,Afternoon,Afternoon,Australia
2016-09-04,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,,Unknown Shark,Child,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
2016-09-01,2016.0,Unprovoked,California,"Refugio State Beach, Santa Barbara County",Male,Unknown,False,,Great White Shark,Adult,On Boat,Other/Unknown,Unknown,Unknown,United States
,2016.0,Invalid,,Guadalupe Island,Unknown,No injury,False,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
2016-08-29,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,15h00,Bull Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-08-29,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Minor injury,False,14h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-08-27,2016.0,Unprovoked,,Boucan Canot,Male,Unknown,False,17h00,Bull Shark,Adult,In Water,Africa,Afternoon,Evening,Unknown
2016-08-25,2016.0,Unprovoked,Florida,"Ponte Vedra, St. Johns County",Male,Minor injury,False,16h00,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2016-08-07,2016.0,Unprovoked,New Providence Island,Nassau,Male,Unknown,False,,Unknown Shark,Teen,Other/Unknown,North America,Unknown,Unknown,Unknown
2016-08-06,2016.0,Unprovoked,Hawaii,Maui,Male,Unknown,False,16h30,Tiger Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2016-08-04,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,,Blacktip Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,United States
2016-07-29,2016.0,Unprovoked,Alicante Province,Arenales Del Sol,Male,Unknown,False,11h30,Unknown Shark,Adult,In Water,Europe,Morning,Morning,España
2016-07-28,2016.0,Unprovoked,Hong Kong,,Male,Unknown,False,,Unknown Shark,Senior,In Water,Asia,Unknown,Unknown,Unknown
2016-07-28,2016.0,Boating,Western Australia,Near Albany,Male,No injury,False,,Great White Shark,,In Water,Oceania,Unknown,Unknown,Unknown
2016-07-27,2016.0,Provoked,Florida,"Florida Keys, Monroe County",Male,Unknown,False,,Nurse Shark,Adult,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
2016-07-26,2016.0,Unprovoked,New South Wales,"Sharpes Beach, Ballina",Male,No injury,False,12h00,Unknown Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Unknown
2016-07-24,2016.0,Unprovoked,Kochi Prefecture,Irino Beach,Male,Unknown,False,19h05,Unknown Shark,Adult,In Water,Asia,Evening,Evening,Unknown
2016-07-23,2016.0,Unprovoked,Tasmania,Clifton Beach,Male,No injury,False,,Unknown Shark,Adult,In Water,Oceania,Unknown,Unknown,Australia
2016-07-23,2016.0,Unprovoked,Abaco Islands,Green Turtle Cay,Male,Unknown,False,,Bull Shark,,On Boat,North America,Unknown,Unknown,Unknown
2016-07-20,2016.0,Provoked,Queensland,"20 K Off The Spit, Off The Gold Coast",Male,Unknown,False,After noon,Reef Shark,Adult,On Boat,Oceania,Afternoon,Afternoon,Unknown
2016-07-17,2016.0,Boating,Alabama,8 Miles Off Mobile,Unknown,No injury,False,,Tiger Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
2016-07-16,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Female,Minor injury,False,1300,Unknown Shark,Child,In Water,Other/Unknown,Unknown,Unknown,United States
2016-07-16,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Female,Minor injury,False,11h00,Unknown Shark,Child,Other/Unknown,Other/Unknown,Morning,Morning,United States
2016-07-15,2016.0,Unprovoked,California,"Surfside, Orange County",Male,No injury,False,17h00,Great White Shark,Senior,In Water,Other/Unknown,Afternoon,Evening,United States
2016-07-15,2016.0,Unprovoked,South Carolina,"North Myrtle Beach, Horry County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,United States
,2016.0,Unprovoked,,Tiger Beach,Male,Unknown,False,,Lemon Shark,,In Water,North America,Unknown,Unknown,Unknown
,2016.0,Unprovoked,Canary Islands,"Las Teresitas, Tenerife",Female,Unknown,False,,Angel Shark,Child,Other/Unknown,Europe,Unknown,Unknown,España
2016-07-08,2016.0,Boating,California,"Capitola, Santa Cruz County",Male,No injury,False,,Great White Shark,,On Boat,Other/Unknown,Unknown,Unknown,United States
2016-07-07,2016.0,Provoked,Massachusetts,"Off Gloucester, Essec County",Male,Unknown,False,10h00,Unknown Shark,Adult,On Boat,Other/Unknown,Morning,Morning,Unknown
2016-07-07,2016.0,Boating,California,"Off Palos Verdes Peninsula, Los Angeles County",Male,No injury,False,,Great White Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
2016-07-06,2016.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Female,Unknown,False,14h30 / 15h30,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-07-04,2016.0,Provoked,Queensland,Palm Cove ,Male,Unknown,False,22h00,Nurse Shark,Adult,On Boat,Oceania,Overnight,Overnight,Australia
2016-06-27,2016.0,Unprovoked,South Carolina,Sullivan'S Island,Male,Minor injury,False,16h20,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2016-06-25,2016.0,Unprovoked,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Male,Unknown,False,14h34,Unknown Shark,Child,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-06-24,2016.0,Unprovoked,Isla Provedencia,,Male,Unknown,False,11h00,Caribbean Reef Shark,Adult,In Water,Other/Unknown,Morning,Morning,Unknown
2016-06-23,2016.0,Unprovoked,Western Cape Province,Ryspunt,Male,Unknown,False,,Great White Shark,Adult,On Boat,Unknown,Unknown,Unknown,Unknown
2016-06-21,2016.0,Unprovoked,South Carolina,"North Myrtle Beach, Horry County",Male,Unknown,False,15h25,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2016-06-21,2016.0,Unprovoked,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Male,Unknown,False,14h55,Unknown Shark,,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2016-06-15,2016.0,Unprovoked,Hawaii,"Kalapaki Beach, Kauai",Male,Unknown,False,06h00,Unknown Shark,,In Water,Other/Unknown,Morning,Morning,United States
2016-06-15,2016.0,Provoked,Western Australia,Coral Bay,Male,No injury,False,,Unknown Shark,Teen,On Boat,Oceania,Unknown,Unknown,Australia
2016-06-14,2016.0,Unprovoked,Texas,"Pirates Beach, Galveston",Female,Unknown,False,17h30,Unknown Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
2016-06-11,2016.0,Unprovoked,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Male,Unknown,False,15h00,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-06-07,2016.0,Invalid,South Carolina,"Folly Beach, Charleston County",Male,No injury,False,11h30,Unknown Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2016-06-05,2016.0,Unprovoked,Florida,"Flagler Beach, Flagler County",Male,Unknown,False,08h30,Unknown Shark,Senior,In Water,Other/Unknown,Morning,Morning,United States
2016-06-05,2016.0,Unprovoked,Western Australia,Mindarie,Female,Fatal injury,True,11h30,Unknown Shark,Adult,In Water,Oceania,Morning,Morning,Australia
2016-06-04,2016.0,Unprovoked,Suez,Ain Sokhna,Male,Unknown,False,Morning,Shortfin Mako Shark,Adult,In Water,Africa,Morning,Morning,مصر
2016-06-02,2016.0,Unprovoked,New South Wales,Kingscliff,Male,No injury,False,,Bronze Whaler Shark,,On Boat,Oceania,Unknown,Unknown,Australia
2016-06-02,2016.0,Unprovoked,," CÃ´te-Blanche, NoumÃ©a ",Male,Unknown,False,Afternoon,Unknown Shark,,In Water,Oceania,Afternoon,Afternoon,Unknown
2016-05-31,2016.0,Unprovoked,Western Australia,"Falcon Beach, Mandurah",Male,Fatal injury,True,16h00,Great White Shark,Adult,In Water,Oceania,Afternoon,Evening,Australia
2016-05-29,2016.0,Unprovoked,California,"Corona Del Mar, Newport, Orange County",Female,Unknown,False,16h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Evening,United States
2016-05-29,2016.0,Unprovoked,Florida,"Neptune, Duval County",Male,Unknown,False,15h45,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-05-22,2016.0,Unprovoked,Florida,"Vero Beach, Indian River County",Female,Unknown,False,12h00,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
2016-05-21,2016.0,Unprovoked,Florida,"St. Petersburg, Pinellas County",Female,Unknown,False,18h00,Bull Shark,Adult,In Water,Other/Unknown,Evening,Evening,United States
2016-05-21,2016.0,Unprovoked,Florida,"Hugenot Beach , Jacksonville, Duval County",Female,Unknown,False,17h46,Unknown Shark,Child,In Water,Other/Unknown,Afternoon,Evening,Unknown
2016-05-18,2016.0,Unprovoked,Florida,"Ponte Vedra, St. Johns County",Male,Unknown,False,Morning ,Blacktip Shark,Adult,In Water,Other/Unknown,Morning,Morning,United States
2016-05-15,2016.0,Provoked,Florida,"Boca Raton, Palm Beach County",Female,Unknown,False,13h20,Nurse Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2016-05-03,2016.0,Unprovoked,Hawaii,"Wailea Beach, Maui",Male,Minor injury,False,15h49,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
2016-05-02,2016.0,Provoked,North Island,Cormandel,Male,Unknown,False,Afternoon,Shortfin Mako Shark,Adult,On Boat,Oceania,Afternoon,Afternoon,Unknown
2016-04-25,2016.0,Unprovoked,Bali,Balian,Male,Unknown,False,07h00,Bull Shark,Adult,In Water,Asia,Morning,Morning,Indonesia
2016-04-23,2016.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Minor injury,False,17h30,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Evening,United States
2016-04-22,2016.0,Unprovoked,Western Cape Province,"Robberg Beach, Plettenberg Bay",Male,No injury,False,08h00,Great White Shark,,Other/Unknown,Unknown,Morning,Morning,South Africa
2016-04-19,2016.0,Unprovoked,New South Wales,"First Sun Beach, Byron Bay",Male,Minor injury,False,12h00,Wobbegong Shark,Child,In Water,Oceania,Afternoon,Afternoon,Unknown
